-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,38,41,38,39,39,40,39,41,41,40,41,38,41,39
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
39,39,41,40,38,40,40,41,41,38,39,39,38,40,40
-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1
-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1
-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1
-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1
40,41,41,41,41,41,41,41,40,39,41,40,40,40,40
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1
41,40,40,40,41,38,40,39,39,40,40,41,38,38,38
